,subcategoria,descricao_subcategoria,categoria,descricao_categoria,capitulo,descricao_capitulo,causa_violencia,causa_overdose
1003,C509,"Neoplasia maligna da mama, não especificada",C50,Neoplasia maligna da mama,II,Neoplasmas (tumores),0,0
1004,C503,Neoplasia maligna do quadrante inferior interno da mama,C50,Neoplasia maligna da mama,II,Neoplasmas (tumores),0,0
1005,C501,Neoplasia maligna da porção central da mama,C50,Neoplasia maligna da mama,II,Neoplasmas (tumores),0,0
1006,C502,Neoplasia maligna do quadrante superior interno da mama,C50,Neoplasia maligna da mama,II,Neoplasmas (tumores),0,0
1007,C508,Neoplasia maligna da mama com lesão invasiva,C50,Neoplasia maligna da mama,II,Neoplasmas (tumores),0,0
1008,C500,Neoplasia maligna do mamilo e aréola,C50,Neoplasia maligna da mama,II,Neoplasmas (tumores),0,0
1009,C505,Neoplasia maligna do quadrante inferior externo da mama,C50,Neoplasia maligna da mama,II,Neoplasmas (tumores),0,0
1010,C506,Neoplasia maligna da porção axilar da mama,C50,Neoplasia maligna da mama,II,Neoplasmas (tumores),0,0
1011,C504,Neoplasia maligna do quadrante superior externo da mama,C50,Neoplasia maligna da mama,II,Neoplasmas (tumores),0,0
1012,C512,Neoplasia maligna do clitóris,C51,Neoplasia maligna da vulva,II,Neoplasmas (tumores),0,0
1013,C518,Neoplasia maligna da vulva com lesão invasiva,C51,Neoplasia maligna da vulva,II,Neoplasmas (tumores),0,0
1014,C511,Neoplasia maligna dos pequenos lábios,C51,Neoplasia maligna da vulva,II,Neoplasmas (tumores),0,0
1015,C510,Neoplasia maligna dos grandes lábios,C51,Neoplasia maligna da vulva,II,Neoplasmas (tumores),0,0
1016,C519,"Neoplasia maligna da vulva, não especificada",C51,Neoplasia maligna da vulva,II,Neoplasmas (tumores),0,0
1017,C52,Neoplasia maligna da vagina,C52,Neoplasia maligna da vagina,II,Neoplasmas (tumores),0,0
1018,C538,Neoplasia maligna do colo do útero com lesão invasiva,C53,Neoplasia maligna do colo do útero,II,Neoplasmas (tumores),0,0
1019,C530,Neoplasia maligna do endocérvix,C53,Neoplasia maligna do colo do útero,II,Neoplasmas (tumores),0,0
1020,C531,Neoplasia maligna do exocérvix,C53,Neoplasia maligna do colo do útero,II,Neoplasmas (tumores),0,0
1021,C539,"Neoplasia maligna do colo do útero, não especificado",C53,Neoplasia maligna do colo do útero,II,Neoplasmas (tumores),0,0
1022,C542,Neoplasia maligna do miométrio,C54,Neoplasia maligna do corpo do útero,II,Neoplasmas (tumores),0,0
1023,C540,Neoplasia maligna do istmo do útero,C54,Neoplasia maligna do corpo do útero,II,Neoplasmas (tumores),0,0
1024,C548,Neoplasia maligna do corpo do útero com lesão invasiva,C54,Neoplasia maligna do corpo do útero,II,Neoplasmas (tumores),0,0
1025,C549,"Neoplasia maligna do corpo do útero, não especificado",C54,Neoplasia maligna do corpo do útero,II,Neoplasmas (tumores),0,0
1026,C541,Neoplasia maligna do endométrio,C54,Neoplasia maligna do corpo do útero,II,Neoplasmas (tumores),0,0
1027,C543,Neoplasia maligna do fundo do útero,C54,Neoplasia maligna do corpo do útero,II,Neoplasmas (tumores),0,0
1028,C55,"Neoplasia maligna do útero, porção não especificada",C55,"Neoplasia maligna do útero, porção não especificada",II,Neoplasmas (tumores),0,0
1029,C56,Neoplasia maligna do ovário,C56,Neoplasia maligna do ovário,II,Neoplasmas (tumores),0,0
1030,C577,Neoplasia maligna de outras partes especificadas dos órgãos genitais femininos,C57,Neoplasia maligna de outros órgãos genitais femininos e dos não especificados,II,Neoplasmas (tumores),0,0
1031,C573,Neoplasia maligna do paramétrio,C57,Neoplasia maligna de outros órgãos genitais femininos e dos não especificados,II,Neoplasmas (tumores),0,0
1032,C571,Neoplasia maligna do ligamento largo,C57,Neoplasia maligna de outros órgãos genitais femininos e dos não especificados,II,Neoplasmas (tumores),0,0
1033,C579,"Neoplasia maligna de órgão genital feminino, não especificado",C57,Neoplasia maligna de outros órgãos genitais femininos e dos não especificados,II,Neoplasmas (tumores),0,0
1034,C574,Neoplasia maligna dos anexos uterinos,C57,Neoplasia maligna de outros órgãos genitais femininos e dos não especificados,II,Neoplasmas (tumores),0,0
1035,C572,Neoplasia maligna do ligamento redondo,C57,Neoplasia maligna de outros órgãos genitais femininos e dos não especificados,II,Neoplasmas (tumores),0,0
1036,C578,Neoplasia maligna dos órgãos genitais femininos com lesão invasiva,C57,Neoplasia maligna de outros órgãos genitais femininos e dos não especificados,II,Neoplasmas (tumores),0,0
1037,C570,Neoplasia maligna da trompa de Falópio,C57,Neoplasia maligna de outros órgãos genitais femininos e dos não especificados,II,Neoplasmas (tumores),0,0
1038,C58,Neoplasia maligna da placenta,C58,Neoplasia maligna da placenta,II,Neoplasmas (tumores),0,0
1039,C601,Neoplasia maligna da glande,C60,Neoplasia maligna do pênis,II,Neoplasmas (tumores),0,0
1040,C609,"Neoplasia maligna do pênis, não especificado",C60,Neoplasia maligna do pênis,II,Neoplasmas (tumores),0,0
1041,C608,Neoplasia maligna do pênis com lesão invasiva,C60,Neoplasia maligna do pênis,II,Neoplasmas (tumores),0,0
1042,C602,Neoplasia maligna do corpo do pênis,C60,Neoplasia maligna do pênis,II,Neoplasmas (tumores),0,0
1043,C600,Neoplasia maligna do prepúcio,C60,Neoplasia maligna do pênis,II,Neoplasmas (tumores),0,0
1044,C61,Neoplasia maligna da próstata,C61,Neoplasia maligna da próstata,II,Neoplasmas (tumores),0,0
1045,C621,Neoplasia maligna do testículo tópico,C62,Neoplasia maligna dos testículos,II,Neoplasmas (tumores),0,0
1046,C620,Neoplasia maligna do testículo criptorquídico,C62,Neoplasia maligna dos testículos,II,Neoplasmas (tumores),0,0
1047,C629,"Neoplasia maligna do testículo, sem outras especificações",C62,Neoplasia maligna dos testículos,II,Neoplasmas (tumores),0,0
1048,C637,Neoplasia maligna de outros órgãos genitais masculinos especificados,C63,Neoplasia maligna de outros órgãos genitais masculinos e dos não especificados,II,Neoplasmas (tumores),0,0
1049,C632,Neoplasia maligna do escroto,C63,Neoplasia maligna de outros órgãos genitais masculinos e dos não especificados,II,Neoplasmas (tumores),0,0
1050,C639,"Neoplasia maligna de órgão genital masculino, não especificado",C63,Neoplasia maligna de outros órgãos genitais masculinos e dos não especificados,II,Neoplasmas (tumores),0,0
1051,C638,Neoplasia maligna dos órgãos genitais masculinos com lesão invasiva,C63,Neoplasia maligna de outros órgãos genitais masculinos e dos não especificados,II,Neoplasmas (tumores),0,0
1052,C631,Neoplasia maligna do cordão espermático,C63,Neoplasia maligna de outros órgãos genitais masculinos e dos não especificados,II,Neoplasmas (tumores),0,0
1053,C630,Neoplasia maligna do epidídimo,C63,Neoplasia maligna de outros órgãos genitais masculinos e dos não especificados,II,Neoplasmas (tumores),0,0
1054,C64,"Neoplasia maligna do rim, exceto pelve renal",C64,"Neoplasia maligna do rim, exceto pelve renal",II,Neoplasmas (tumores),0,0
1055,C65,Neoplasia maligna da pelve renal,C65,Neoplasia maligna da pelve renal,II,Neoplasmas (tumores),0,0
1056,C66,Neoplasia maligna dos ureteres,C66,Neoplasia maligna dos ureteres,II,Neoplasmas (tumores),0,0
1057,C673,Neoplasia maligna da parede anterior da bexiga,C67,Neoplasia maligna da bexiga,II,Neoplasmas (tumores),0,0
1058,C678,Neoplasia maligna da bexiga com lesão invasiva,C67,Neoplasia maligna da bexiga,II,Neoplasmas (tumores),0,0
1059,C679,"Neoplasia maligna da bexiga, sem outra especificações",C67,Neoplasia maligna da bexiga,II,Neoplasmas (tumores),0,0
1060,C675,Neoplasia maligna do colo da bexiga,C67,Neoplasia maligna da bexiga,II,Neoplasmas (tumores),0,0
1061,C674,Neoplasia maligna da parede posterior da bexiga,C67,Neoplasia maligna da bexiga,II,Neoplasmas (tumores),0,0
1062,C671,Neoplasia maligna da cúpula da bexiga,C67,Neoplasia maligna da bexiga,II,Neoplasmas (tumores),0,0
1063,C677,Neoplasia maligna do úraco,C67,Neoplasia maligna da bexiga,II,Neoplasmas (tumores),0,0
1064,C676,Neoplasia maligna do orifício uretérico,C67,Neoplasia maligna da bexiga,II,Neoplasmas (tumores),0,0
1065,C670,Neoplasia maligna do trígono da bexiga,C67,Neoplasia maligna da bexiga,II,Neoplasmas (tumores),0,0
1066,C672,Neoplasia maligna da parede lateral da bexiga,C67,Neoplasia maligna da bexiga,II,Neoplasmas (tumores),0,0
1067,C681,Neoplasia maligna da glândula parauretral,C68,Neoplasia maligna de outros órgãos urinários e dos não especificados,II,Neoplasmas (tumores),0,0
1068,C680,Neoplasia maligna da uretra,C68,Neoplasia maligna de outros órgãos urinários e dos não especificados,II,Neoplasmas (tumores),0,0
1069,C688,Neoplasia maligna dos órgãos urinários com lesão invasiva,C68,Neoplasia maligna de outros órgãos urinários e dos não especificados,II,Neoplasmas (tumores),0,0
1070,C689,"Neoplasia maligna de órgão urinário, não especificado",C68,Neoplasia maligna de outros órgãos urinários e dos não especificados,II,Neoplasmas (tumores),0,0
1071,C695,Neoplasia maligna da glândula e canal lacrimal,C69,Neoplasia maligna do olho e anexos,II,Neoplasmas (tumores),0,0
1072,C696,Neoplasia maligna da órbita,C69,Neoplasia maligna do olho e anexos,II,Neoplasmas (tumores),0,0
1073,C692,Neoplasia maligna da retina,C69,Neoplasia maligna do olho e anexos,II,Neoplasmas (tumores),0,0
1074,C691,Neoplasia maligna da córnea,C69,Neoplasia maligna do olho e anexos,II,Neoplasmas (tumores),0,0
1075,C694,Neoplasia maligna do corpo ciliar,C69,Neoplasia maligna do olho e anexos,II,Neoplasmas (tumores),0,0
1076,C690,Neoplasia maligna da conjuntiva,C69,Neoplasia maligna do olho e anexos,II,Neoplasmas (tumores),0,0
1077,C698,Neoplasia maligna do olho e anexos com lesão invasiva,C69,Neoplasia maligna do olho e anexos,II,Neoplasmas (tumores),0,0
1078,C693,Neoplasia maligna da coróide,C69,Neoplasia maligna do olho e anexos,II,Neoplasmas (tumores),0,0
1079,C699,"Neoplasia maligna do olho, não especificado",C69,Neoplasia maligna do olho e anexos,II,Neoplasmas (tumores),0,0
1080,C700,Neoplasia maligna das meninges cerebrais,C70,Neoplasia maligna das meninges,II,Neoplasmas (tumores),0,0
1081,C701,Neoplasia maligna das meninges espinhais,C70,Neoplasia maligna das meninges,II,Neoplasmas (tumores),0,0
1082,C709,"Neoplasia maligna da meninge, não especificada",C70,Neoplasia maligna das meninges,II,Neoplasmas (tumores),0,0
1083,C712,Neoplasia maligna do lobo temporal,C71,Neoplasia maligna do encéfalo,II,Neoplasmas (tumores),0,0
1084,C718,Neoplasia maligna do encéfalo com lesão invasiva,C71,Neoplasia maligna do encéfalo,II,Neoplasmas (tumores),0,0
1085,C710,"Neoplasia maligna do cérebro, exceto lobos e ventrículos",C71,Neoplasia maligna do encéfalo,II,Neoplasmas (tumores),0,0
1086,C714,Neoplasia maligna do lobo occipital,C71,Neoplasia maligna do encéfalo,II,Neoplasmas (tumores),0,0
1087,C711,Neoplasia maligna do lobo frontal,C71,Neoplasia maligna do encéfalo,II,Neoplasmas (tumores),0,0
1088,C715,Neoplasia maligna do ventrículo cerebral,C71,Neoplasia maligna do encéfalo,II,Neoplasmas (tumores),0,0
1089,C719,"Neoplasia maligna do encéfalo, não especificado",C71,Neoplasia maligna do encéfalo,II,Neoplasmas (tumores),0,0
1090,C717,Neoplasia maligna do tronco cerebral,C71,Neoplasia maligna do encéfalo,II,Neoplasmas (tumores),0,0
1091,C713,Neoplasia maligna do lobo parietal,C71,Neoplasia maligna do encéfalo,II,Neoplasmas (tumores),0,0
1092,C716,Neoplasia maligna do cerebelo,C71,Neoplasia maligna do encéfalo,II,Neoplasmas (tumores),0,0
1093,C729,"Neoplasia maligna do sistema nervoso central, não especificado",C72,"Neoplasia maligna da medula espinhal, dos nervos cranianos e de outras partes do sistema nervoso central",II,Neoplasmas (tumores),0,0
1094,C728,Neoplasia maligna do encéfalo e de outras partes do sistema nervoso central com lesão invasiva,C72,"Neoplasia maligna da medula espinhal, dos nervos cranianos e de outras partes do sistema nervoso central",II,Neoplasmas (tumores),0,0
1095,C721,Neoplasia maligna da cauda eqüina,C72,"Neoplasia maligna da medula espinhal, dos nervos cranianos e de outras partes do sistema nervoso central",II,Neoplasmas (tumores),0,0
1096,C724,Neoplasia maligna do nervo acústico,C72,"Neoplasia maligna da medula espinhal, dos nervos cranianos e de outras partes do sistema nervoso central",II,Neoplasmas (tumores),0,0
1097,C722,Neoplasia maligna do nervo olfativo,C72,"Neoplasia maligna da medula espinhal, dos nervos cranianos e de outras partes do sistema nervoso central",II,Neoplasmas (tumores),0,0
1098,C723,Neoplasia maligna do nervo óptico,C72,"Neoplasia maligna da medula espinhal, dos nervos cranianos e de outras partes do sistema nervoso central",II,Neoplasmas (tumores),0,0
1099,C725,Neoplasia maligna de outros nervos cranianos e os não especificados,C72,"Neoplasia maligna da medula espinhal, dos nervos cranianos e de outras partes do sistema nervoso central",II,Neoplasmas (tumores),0,0
1100,C720,Neoplasia maligna da medula espinhal,C72,"Neoplasia maligna da medula espinhal, dos nervos cranianos e de outras partes do sistema nervoso central",II,Neoplasmas (tumores),0,0
1101,C73,Neoplasia maligna da glândula tireóide,C73,Neoplasia maligna da glândula tireóide,II,Neoplasmas (tumores),0,0
1102,C749,"Neoplasia maligna da glândula supra-renal, não especificada",C74,Neoplasia maligna da glândula supra-renal [Glândula adrenal],II,Neoplasmas (tumores),0,0
1103,C740,Neoplasia maligna do córtex da supra-renal,C74,Neoplasia maligna da glândula supra-renal [Glândula adrenal],II,Neoplasmas (tumores),0,0
1104,C741,Neoplasia maligna da medula da supra-renal,C74,Neoplasia maligna da glândula supra-renal [Glândula adrenal],II,Neoplasmas (tumores),0,0
1105,C752,Neoplasia maligna do conduto craniofaríngeo,C75,Neoplasia maligna de outras glândulas endócrinas e de estruturas relacionadas,II,Neoplasmas (tumores),0,0
1106,C754,Neoplasia maligna do corpo carotídeo,C75,Neoplasia maligna de outras glândulas endócrinas e de estruturas relacionadas,II,Neoplasmas (tumores),0,0
1107,C753,Neoplasia maligna da glândula pineal,C75,Neoplasia maligna de outras glândulas endócrinas e de estruturas relacionadas,II,Neoplasmas (tumores),0,0
1108,C751,Neoplasia maligna da glândula hipófise (pituitária),C75,Neoplasia maligna de outras glândulas endócrinas e de estruturas relacionadas,II,Neoplasmas (tumores),0,0
1109,C755,Neoplasia maligna do corpo aórtico e outros paragânglios,C75,Neoplasia maligna de outras glândulas endócrinas e de estruturas relacionadas,II,Neoplasmas (tumores),0,0
1110,C759,"Neoplasia maligna de glândula endócrina, não especificada",C75,Neoplasia maligna de outras glândulas endócrinas e de estruturas relacionadas,II,Neoplasmas (tumores),0,0
1111,C758,"Neoplasia maligna com comprometimento pluriglandular, sem outra especificação",C75,Neoplasia maligna de outras glândulas endócrinas e de estruturas relacionadas,II,Neoplasmas (tumores),0,0
1112,C750,Neoplasia maligna da glândula paratireóide,C75,Neoplasia maligna de outras glândulas endócrinas e de estruturas relacionadas,II,Neoplasmas (tumores),0,0
1113,C762,Neoplasia maligna do abdome,C76,Neoplasia maligna de outras localizações e de localizações mal definidas,II,Neoplasmas (tumores),0,0
1114,C765,Neoplasia maligna do membro inferior,C76,Neoplasia maligna de outras localizações e de localizações mal definidas,II,Neoplasmas (tumores),0,0
1115,C760,"Neoplasia maligna da cabeça, face e pescoço",C76,Neoplasia maligna de outras localizações e de localizações mal definidas,II,Neoplasmas (tumores),0,0
1116,C763,Neoplasia maligna da pelve,C76,Neoplasia maligna de outras localizações e de localizações mal definidas,II,Neoplasmas (tumores),0,0
1117,C767,Neoplasia maligna de outras localizações mal definidas,C76,Neoplasia maligna de outras localizações e de localizações mal definidas,II,Neoplasmas (tumores),0,0
1118,C764,Neoplasia maligna do membro superior,C76,Neoplasia maligna de outras localizações e de localizações mal definidas,II,Neoplasmas (tumores),0,0
1119,C768,Neoplasia maligna de outras localizações e das mal definidas com lesão invasiva,C76,Neoplasia maligna de outras localizações e de localizações mal definidas,II,Neoplasmas (tumores),0,0
1120,C761,Neoplasia maligna do tórax,C76,Neoplasia maligna de outras localizações e de localizações mal definidas,II,Neoplasmas (tumores),0,0
1121,C770,"Neoplasia maligna secundária e não especificada dos gânglios linfáticos da cabeça, face e pescoço",C77,Neoplasia maligna secundária e não especificada dos gânglios linfáticos,II,Neoplasmas (tumores),0,0
1122,C775,Neoplasia maligna secundária e não especificada dos gânglios linfáticos intrapélvicos,C77,Neoplasia maligna secundária e não especificada dos gânglios linfáticos,II,Neoplasmas (tumores),0,0
